OBJECTID,Route_Number,Route_Name,Ridership_Total,Route_Hour,Route_Hour_Description,Route_Date
29909,53,Notting Park,19,20,8:00pm to 8:29pm,1/7/2026 10:00:00 AM
29910,54,Montebello,19,20,8:00pm to 8:29pm,1/7/2026 10:00:00 AM
29911,59,Colby,2,20,8:00pm to 8:29pm,1/7/2026 10:00:00 AM
29912,62,Grahams Grove,1,20,8:00pm to 8:29pm,1/7/2026 10:00:00 AM
29913,63,Mount Edward,4,20,8:00pm to 8:29pm,1/7/2026 10:00:00 AM
29914,68,Cherry Brook,2,20,8:00pm to 8:29pm,1/7/2026 10:00:00 AM
29915,6B,Eastern Passage,19,20,8:00pm to 8:29pm,1/7/2026 10:00:00 AM
29916,6C,Heritage Hills,15,20,8:00pm to 8:29pm,1/7/2026 10:00:00 AM
29917,7A,Peninsula,35,20,8:00pm to 8:29pm,1/7/2026 10:00:00 AM
29918,83,Springfield,0,20,8:00pm to 8:29pm,1/7/2026 10:00:00 AM
29919,87,Sackville-Dartmouth,13,20,8:00pm to 8:29pm,1/7/2026 10:00:00 AM
29920,9A,Greystone,38,20,8:00pm to 8:29pm,1/7/2026 10:00:00 AM
29921,9B,Herring Cove,35,20,8:00pm to 8:29pm,1/7/2026 10:00:00 AM
29922,1,Spring Garden,127,20.5,8:30pm to 8:59pm,1/7/2026 10:00:00 AM
29923,10B,Dalhousie - Micmac Terminal,39,20.5,8:30pm to 8:59pm,1/7/2026 10:00:00 AM
29924,10C,Dalhousie,58,20.5,8:30pm to 8:59pm,1/7/2026 10:00:00 AM
29925,21,Lakeside - Timberlea,17,20.5,8:30pm to 8:59pm,1/7/2026 10:00:00 AM
29926,22,Armdale,8,20.5,8:30pm to 8:59pm,1/7/2026 10:00:00 AM
29927,24,Leiblin Park,16,20.5,8:30pm to 8:59pm,1/7/2026 10:00:00 AM
29928,28,Bayers Lake,22,20.5,8:30pm to 8:59pm,1/7/2026 10:00:00 AM
29929,29,Barrington,6,20.5,8:30pm to 8:59pm,1/7/2026 10:00:00 AM
29930,30A,Parkland,12,20.5,8:30pm to 8:59pm,1/7/2026 10:00:00 AM
29931,30B,Dunbrack,16,20.5,8:30pm to 8:59pm,1/7/2026 10:00:00 AM
29932,39,Flamingo,31,20.5,8:30pm to 8:59pm,1/7/2026 10:00:00 AM
29933,4,Universities,70,20.5,8:30pm to 8:59pm,1/7/2026 10:00:00 AM
29934,51A,Windmill,7,20.5,8:30pm to 8:59pm,1/7/2026 10:00:00 AM
29935,53,Notting Park,13,20.5,8:30pm to 8:59pm,1/7/2026 10:00:00 AM
29936,54,Montebello,7,20.5,8:30pm to 8:59pm,1/7/2026 10:00:00 AM
29937,56,Dartmouth Crossing,11,20.5,8:30pm to 8:59pm,1/7/2026 10:00:00 AM
29938,68,Cherry Brook,6,20.5,8:30pm to 8:59pm,1/7/2026 10:00:00 AM
29939,6B,Eastern Passage,3,20.5,8:30pm to 8:59pm,1/7/2026 10:00:00 AM
29940,7A,Peninsula,27,20.5,8:30pm to 8:59pm,1/7/2026 10:00:00 AM
29941,7B,Peninsula,40,20.5,8:30pm to 8:59pm,1/7/2026 10:00:00 AM
29942,86,Beaver Bank,3,20.5,8:30pm to 8:59pm,1/7/2026 10:00:00 AM
29943,62,Grahams Grove,23,11.5,11:30am to 11:59am,1/12/2026 10:00:00 AM
29944,65,Caldwell,34,11.5,11:30am to 11:59am,1/12/2026 10:00:00 AM
29945,67,Baker,9,11.5,11:30am to 11:59am,1/12/2026 10:00:00 AM
29946,6A,Woodside,17,11.5,11:30am to 11:59am,1/12/2026 10:00:00 AM
29947,6C,Heritage Hills,27,11.5,11:30am to 11:59am,1/12/2026 10:00:00 AM
29948,7B,Peninsula,59,11.5,11:30am to 11:59am,1/12/2026 10:00:00 AM
29949,85,Millwood,12,11.5,11:30am to 11:59am,1/12/2026 10:00:00 AM
29950,90,Larry Uteck,69,11.5,11:30am to 11:59am,1/12/2026 10:00:00 AM
29951,2,Fairview,133,12,12:00pm to 12:29pm,1/12/2026 10:00:00 AM
29952,28,Bayers Lake,42,12,12:00pm to 12:29pm,1/12/2026 10:00:00 AM
29953,39,Flamingo,54,12,12:00pm to 12:29pm,1/12/2026 10:00:00 AM
29954,5,Portland,137,12,12:00pm to 12:29pm,1/12/2026 10:00:00 AM
29955,51A,Windmill,23,12,12:00pm to 12:29pm,1/12/2026 10:00:00 AM
29956,53,Notting Park,36,12,12:00pm to 12:29pm,1/12/2026 10:00:00 AM
29957,56,Dartmouth Crossing,27,12,12:00pm to 12:29pm,1/12/2026 10:00:00 AM
29958,59,Colby,5,12,12:00pm to 12:29pm,1/12/2026 10:00:00 AM
29959,61,North Preston,24,12,12:00pm to 12:29pm,1/12/2026 10:00:00 AM
29960,63,Mount Edward,21,12,12:00pm to 12:29pm,1/12/2026 10:00:00 AM
29961,67,Baker,10,12,12:00pm to 12:29pm,1/12/2026 10:00:00 AM
29962,6A,Woodside,24,12,12:00pm to 12:29pm,1/12/2026 10:00:00 AM
29963,72,Portland Hills,91,12,12:00pm to 12:29pm,1/12/2026 10:00:00 AM
29964,7B,Peninsula,39,12,12:00pm to 12:29pm,1/12/2026 10:00:00 AM
29965,84,Glendale Express,13,12,12:00pm to 12:29pm,1/12/2026 10:00:00 AM
29966,87,Sackville-Dartmouth,40,12,12:00pm to 12:29pm,1/12/2026 10:00:00 AM
29967,88,Bedford Commons,12,12,12:00pm to 12:29pm,1/12/2026 10:00:00 AM
29968,90,Larry Uteck,82,12,12:00pm to 12:29pm,1/12/2026 10:00:00 AM
29969,10B,Dalhousie - Micmac Terminal,36,12.5,12:30pm to 12:59pm,1/12/2026 10:00:00 AM
29970,24,Leiblin Park,52,12.5,12:30pm to 12:59pm,1/12/2026 10:00:00 AM
29971,3,CrossTown,123,12.5,12:30pm to 12:59pm,1/12/2026 10:00:00 AM
29972,39,Flamingo,36,12.5,12:30pm to 12:59pm,1/12/2026 10:00:00 AM
29973,5,Portland,118,12.5,12:30pm to 12:59pm,1/12/2026 10:00:00 AM
29974,54,Montebello,21,12.5,12:30pm to 12:59pm,1/12/2026 10:00:00 AM
29975,63,Mount Edward,27,12.5,12:30pm to 12:59pm,1/12/2026 10:00:00 AM
29976,64,Akerley,4,12.5,12:30pm to 12:59pm,1/12/2026 10:00:00 AM
29977,68,Cherry Brook,11,12.5,12:30pm to 12:59pm,1/12/2026 10:00:00 AM
29978,6B,Eastern Passage,18,12.5,12:30pm to 12:59pm,1/12/2026 10:00:00 AM
29979,72,Portland Hills,50,12.5,12:30pm to 12:59pm,1/12/2026 10:00:00 AM
29980,7B,Peninsula,81,12.5,12:30pm to 12:59pm,1/12/2026 10:00:00 AM
29981,83,Springfield,4,12.5,12:30pm to 12:59pm,1/12/2026 10:00:00 AM
29982,84,Glendale Express,21,12.5,12:30pm to 12:59pm,1/12/2026 10:00:00 AM
29983,88,Bedford Commons,3,12.5,12:30pm to 12:59pm,1/12/2026 10:00:00 AM
29984,90,Larry Uteck,77,12.5,12:30pm to 12:59pm,1/12/2026 10:00:00 AM
29985,1,Spring Garden,299,13,1:00pm to 1:29pm,1/12/2026 10:00:00 AM
29986,10B,Dalhousie - Micmac Terminal,52,13,1:00pm to 1:29pm,1/12/2026 10:00:00 AM
29987,24,Leiblin Park,84,13,1:00pm to 1:29pm,1/12/2026 10:00:00 AM
29988,25,Governors Brook,21,13,1:00pm to 1:29pm,1/12/2026 10:00:00 AM
29989,28,Bayers Lake,39,13,1:00pm to 1:29pm,1/12/2026 10:00:00 AM
29990,3,CrossTown,238,13,1:00pm to 1:29pm,1/12/2026 10:00:00 AM
29991,30B,Dunbrack,20,13,1:00pm to 1:29pm,1/12/2026 10:00:00 AM
29992,320,Airport - Fall River Regional Exp,28,13,1:00pm to 1:29pm,1/12/2026 10:00:00 AM
29993,4,Universities,197,13,1:00pm to 1:29pm,1/12/2026 10:00:00 AM
29994,5,Portland,132,13,1:00pm to 1:29pm,1/12/2026 10:00:00 AM
29995,53,Notting Park,32,13,1:00pm to 1:29pm,1/12/2026 10:00:00 AM
29996,55,Port Wallace,7,13,1:00pm to 1:29pm,1/12/2026 10:00:00 AM
29997,56,Dartmouth Crossing,35,13,1:00pm to 1:29pm,1/12/2026 10:00:00 AM
29998,58,Woodlawn,4,13,1:00pm to 1:29pm,1/12/2026 10:00:00 AM
29999,59,Colby,6,13,1:00pm to 1:29pm,1/12/2026 10:00:00 AM
30000,61,North Preston,7,13,1:00pm to 1:29pm,1/12/2026 10:00:00 AM
30001,63,Mount Edward,11,13,1:00pm to 1:29pm,1/12/2026 10:00:00 AM
30002,6B,Eastern Passage,28,13,1:00pm to 1:29pm,1/12/2026 10:00:00 AM
30003,6C,Heritage Hills,21,13,1:00pm to 1:29pm,1/12/2026 10:00:00 AM
30004,83,Springfield,4,13,1:00pm to 1:29pm,1/12/2026 10:00:00 AM
30005,84,Glendale Express,19,13,1:00pm to 1:29pm,1/12/2026 10:00:00 AM
30006,87,Sackville-Dartmouth,34,13,1:00pm to 1:29pm,1/12/2026 10:00:00 AM
30007,88,Bedford Commons,12,13,1:00pm to 1:29pm,1/12/2026 10:00:00 AM
30008,91,Hemlock Ravine,12,13,1:00pm to 1:29pm,1/12/2026 10:00:00 AM
30009,9A,Greystone,80,13,1:00pm to 1:29pm,1/12/2026 10:00:00 AM
30010,9B,Herring Cove,87,13,1:00pm to 1:29pm,1/12/2026 10:00:00 AM
30011,10C,Dalhousie,118,13.5,1:30pm to 1:59pm,1/12/2026 10:00:00 AM
30012,2,Fairview,184,13.5,1:30pm to 1:59pm,1/12/2026 10:00:00 AM
30013,22,Armdale,17,13.5,1:30pm to 1:59pm,1/12/2026 10:00:00 AM
30014,28,Bayers Lake,46,13.5,1:30pm to 1:59pm,1/12/2026 10:00:00 AM
30015,29,Barrington,60,13.5,1:30pm to 1:59pm,1/12/2026 10:00:00 AM
30016,3,CrossTown,130,13.5,1:30pm to 1:59pm,1/12/2026 10:00:00 AM
30017,30B,Dunbrack,18,13.5,1:30pm to 1:59pm,1/12/2026 10:00:00 AM
30018,370,Porters Lake Regional Express,8,13.5,1:30pm to 1:59pm,1/12/2026 10:00:00 AM
30019,53,Notting Park,25,13.5,1:30pm to 1:59pm,1/12/2026 10:00:00 AM
30020,65,Caldwell,15,13.5,1:30pm to 1:59pm,1/12/2026 10:00:00 AM
30021,123,Timberlea Express,33,7,7:00am to 7:29am,1/13/2026 10:00:00 AM
30022,127,Cowie Hill Express,87,7,7:00am to 7:29am,1/13/2026 10:00:00 AM
30023,135,Flamingo Express,62,7,7:00am to 7:29am,1/13/2026 10:00:00 AM
30024,136,Farnham Gate Express,100,7,7:00am to 7:29am,1/13/2026 10:00:00 AM
30025,137,Clayton Park Express,46,7,7:00am to 7:29am,1/13/2026 10:00:00 AM
30026,159,Colby Express,60,7,7:00am to 7:29am,1/13/2026 10:00:00 AM
30027,161,North Preston Express,61,7,7:00am to 7:29am,1/13/2026 10:00:00 AM
30028,165,Caldwell Express,31,7,7:00am to 7:29am,1/13/2026 10:00:00 AM
30029,168A,Auburn Express,53,7,7:00am to 7:29am,1/13/2026 10:00:00 AM
30030,168B,Cherry Brook Express,30,7,7:00am to 7:29am,1/13/2026 10:00:00 AM
30031,21,Lakeside - Timberlea,55,7,7:00am to 7:29am,1/13/2026 10:00:00 AM
30032,22,Armdale,29,7,7:00am to 7:29am,1/13/2026 10:00:00 AM
30033,26,Springvale,5,7,7:00am to 7:29am,1/13/2026 10:00:00 AM
30034,29,Barrington,140,7,7:00am to 7:29am,1/13/2026 10:00:00 AM
30035,30B,Dunbrack,9,7,7:00am to 7:29am,1/13/2026 10:00:00 AM
30036,51B,Windmill,44,7,7:00am to 7:29am,1/20/2026 10:00:00 AM
30037,53,Notting Park,26,7,7:00am to 7:29am,1/20/2026 10:00:00 AM
30038,54,Montebello,54,7,7:00am to 7:29am,1/20/2026 10:00:00 AM
30039,55,Port Wallace,23,7,7:00am to 7:29am,1/20/2026 10:00:00 AM
30040,56,Dartmouth Crossing,46,7,7:00am to 7:29am,1/20/2026 10:00:00 AM
30041,58,Woodlawn,1,7,7:00am to 7:29am,1/20/2026 10:00:00 AM
30042,61,North Preston,8,7,7:00am to 7:29am,1/20/2026 10:00:00 AM
30043,62,Grahams Grove,35,7,7:00am to 7:29am,1/20/2026 10:00:00 AM
30044,67,Baker,38,7,7:00am to 7:29am,1/20/2026 10:00:00 AM
30045,68,Cherry Brook,2,7,7:00am to 7:29am,1/20/2026 10:00:00 AM
30046,6B,Eastern Passage,67,7,7:00am to 7:29am,1/20/2026 10:00:00 AM
30047,6C,Heritage Hills,98,7,7:00am to 7:29am,1/20/2026 10:00:00 AM
30048,7B,Peninsula,79,7,7:00am to 7:29am,1/20/2026 10:00:00 AM
30049,59,Colby,0,8,8:00am to 8:29am,1/19/2026 10:00:00 AM
30050,63,Mount Edward,6,8,8:00am to 8:29am,1/19/2026 10:00:00 AM
30051,64,Akerley,37,8,8:00am to 8:29am,1/19/2026 10:00:00 AM
30052,67,Baker,12,8,8:00am to 8:29am,1/19/2026 10:00:00 AM
30053,6C,Heritage Hills,29,8,8:00am to 8:29am,1/19/2026 10:00:00 AM
30054,72,Portland Hills,20,8,8:00am to 8:29am,1/19/2026 10:00:00 AM
30055,7A,Peninsula,42,8,8:00am to 8:29am,1/19/2026 10:00:00 AM
30056,7B,Peninsula,25,8,8:00am to 8:29am,1/19/2026 10:00:00 AM
30057,83,Springfield,3,8,8:00am to 8:29am,1/19/2026 10:00:00 AM
30058,84,Glendale Express,29,8,8:00am to 8:29am,1/19/2026 10:00:00 AM
30059,87,Sackville-Dartmouth,19,8,8:00am to 8:29am,1/19/2026 10:00:00 AM
30060,88,Bedford Commons,5,8,8:00am to 8:29am,1/19/2026 10:00:00 AM
30061,9A,Greystone,64,8,8:00am to 8:29am,1/19/2026 10:00:00 AM
30062,9B,Herring Cove,32,8,8:00am to 8:29am,1/19/2026 10:00:00 AM
30063,1,Spring Garden,131,8.5,8:30am to 8:59am,1/19/2026 10:00:00 AM
30064,10C,Dalhousie,35,8.5,8:30am to 8:59am,1/19/2026 10:00:00 AM
30065,168A,Auburn Express,8,8.5,8:30am to 8:59am,1/19/2026 10:00:00 AM
30066,183,Springfield Express,5,8.5,8:30am to 8:59am,1/19/2026 10:00:00 AM
30067,192,Hemlock Ravine Express,2,8.5,8:30am to 8:59am,1/19/2026 10:00:00 AM
30068,22,Armdale,8,8.5,8:30am to 8:59am,1/19/2026 10:00:00 AM
30069,24,Leiblin Park,8,8.5,8:30am to 8:59am,1/19/2026 10:00:00 AM
30070,25,Governors Brook,12,8.5,8:30am to 8:59am,1/19/2026 10:00:00 AM
30071,28,Bayers Lake,12,8.5,8:30am to 8:59am,1/19/2026 10:00:00 AM
30072,30A,Parkland,12,8.5,8:30am to 8:59am,1/19/2026 10:00:00 AM
30073,401,Preston-Porters Lake-Grand Desert,0,8.5,8:30am to 8:59am,1/19/2026 10:00:00 AM
30074,415,Purcells Cove,0,8.5,8:30am to 8:59am,1/19/2026 10:00:00 AM
30075,5,Portland,39,8.5,8:30am to 8:59am,1/19/2026 10:00:00 AM
30076,53,Notting Park,5,8.5,8:30am to 8:59am,1/19/2026 10:00:00 AM
30077,62,Grahams Grove,6,8.5,8:30am to 8:59am,1/19/2026 10:00:00 AM
30078,6A,Woodside,14,8.5,8:30am to 8:59am,1/19/2026 10:00:00 AM
30079,72,Portland Hills,28,8.5,8:30am to 8:59am,1/19/2026 10:00:00 AM
30080,7A,Peninsula,46,8.5,8:30am to 8:59am,1/19/2026 10:00:00 AM
30081,8,Sackville Corridor,73,8.5,8:30am to 8:59am,1/19/2026 10:00:00 AM
30082,82,First Lake,4,8.5,8:30am to 8:59am,1/19/2026 10:00:00 AM
30083,85,Millwood,1,8.5,8:30am to 8:59am,1/19/2026 10:00:00 AM
30084,86,Beaver Bank,0,8.5,8:30am to 8:59am,1/19/2026 10:00:00 AM
30085,88,Bedford Commons,4,8.5,8:30am to 8:59am,1/19/2026 10:00:00 AM
30086,91,Hemlock Ravine,22,8.5,8:30am to 8:59am,1/19/2026 10:00:00 AM
30087,9A,Greystone,73,8.5,8:30am to 8:59am,1/19/2026 10:00:00 AM
30088,10A,Dalhousie - Bridge Terminal,19,9,9:00am to 9:29am,1/19/2026 10:00:00 AM
30089,10C,Dalhousie,41,9,9:00am to 9:29am,1/19/2026 10:00:00 AM
30090,25,Governors Brook,11,9,9:00am to 9:29am,1/19/2026 10:00:00 AM
30091,30A,Parkland,12,9,9:00am to 9:29am,1/19/2026 10:00:00 AM
30092,51A,Windmill,11,9,9:00am to 9:29am,1/19/2026 10:00:00 AM
30093,54,Montebello,1,9,9:00am to 9:29am,1/19/2026 10:00:00 AM
30094,58,Woodlawn,1,9,9:00am to 9:29am,1/19/2026 10:00:00 AM
30095,7A,Peninsula,41,9,9:00am to 9:29am,1/19/2026 10:00:00 AM
30096,7B,Peninsula,31,9,9:00am to 9:29am,1/19/2026 10:00:00 AM
30097,83,Springfield,1,9,9:00am to 9:29am,1/19/2026 10:00:00 AM
30098,87,Sackville-Dartmouth,24,9,9:00am to 9:29am,1/19/2026 10:00:00 AM
30099,88,Bedford Commons,2,9,9:00am to 9:29am,1/19/2026 10:00:00 AM
30100,90,Larry Uteck,35,9,9:00am to 9:29am,1/19/2026 10:00:00 AM
30101,9A,Greystone,34,9,9:00am to 9:29am,1/19/2026 10:00:00 AM
30102,10B,Dalhousie - Micmac Terminal,56,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
30103,21,Lakeside - Timberlea,15,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
30104,24,Leiblin Park,9,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
30105,30A,Parkland,5,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
30106,30B,Dunbrack,8,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
30107,39,Flamingo,15,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
30108,415,Purcells Cove,0,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
30109,5,Portland,32,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
30110,51A,Windmill,7,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
30111,55,Port Wallace,9,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
30112,56,Dartmouth Crossing,20,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
30113,63,Mount Edward,9,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
30114,65,Caldwell,5,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
30115,68,Cherry Brook,2,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
30116,72,Portland Hills,30,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
30117,7A,Peninsula,24,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
30118,84,Glendale Express,6,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
30119,85,Millwood,2,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
30120,87,Sackville-Dartmouth,19,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
30121,90,Larry Uteck,22,9.5,9:30am to 9:59am,1/19/2026 10:00:00 AM
30122,21,Lakeside - Timberlea,20,10,10:00am to 10:29am,1/19/2026 10:00:00 AM
30123,22,Armdale,14,10,10:00am to 10:29am,1/19/2026 10:00:00 AM
30124,24,Leiblin Park,25,10,10:00am to 10:29am,1/19/2026 10:00:00 AM
30125,25,Governors Brook,7,10,10:00am to 10:29am,1/19/2026 10:00:00 AM
30126,28,Bayers Lake,15,10,10:00am to 10:29am,1/19/2026 10:00:00 AM
30127,29,Barrington,35,10,10:00am to 10:29am,1/19/2026 10:00:00 AM
30128,30A,Parkland,4,10,10:00am to 10:29am,1/19/2026 10:00:00 AM
30129,30B,Dunbrack,5,10,10:00am to 10:29am,1/19/2026 10:00:00 AM
30130,137,Clayton Park Express,24,17,5:00pm to 5:29pm,1/20/2026 10:00:00 AM
30131,158,Woodlawn Express,18,17,5:00pm to 5:29pm,1/20/2026 10:00:00 AM
30132,165,Caldwell Express,12,17,5:00pm to 5:29pm,1/20/2026 10:00:00 AM
30133,168A,Auburn Express,0,17,5:00pm to 5:29pm,1/20/2026 10:00:00 AM
30134,168B,Cherry Brook Express,15,17,5:00pm to 5:29pm,1/20/2026 10:00:00 AM
30135,185,Millwood Express,15,17,5:00pm to 5:29pm,1/20/2026 10:00:00 AM
30136,186,Beaver Bank Express,29,17,5:00pm to 5:29pm,1/20/2026 10:00:00 AM
30137,196,Basinview Express,13,17,5:00pm to 5:29pm,1/20/2026 10:00:00 AM
30138,320,Airport - Fall River Regional Exp,10,18.5,6:30pm to 6:59pm,1/20/2026 10:00:00 AM
30139,433,Tantallon,8,18.5,6:30pm to 6:59pm,1/20/2026 10:00:00 AM
30140,5,Portland,121,18.5,6:30pm to 6:59pm,1/20/2026 10:00:00 AM
30141,53,Notting Park,45,18.5,6:30pm to 6:59pm,1/20/2026 10:00:00 AM
30142,55,Port Wallace,8,18.5,6:30pm to 6:59pm,1/20/2026 10:00:00 AM
30143,56,Dartmouth Crossing,31,18.5,6:30pm to 6:59pm,1/20/2026 10:00:00 AM
30144,61,North Preston,1,18.5,6:30pm to 6:59pm,1/20/2026 10:00:00 AM
30145,62,Grahams Grove,15,18.5,6:30pm to 6:59pm,1/20/2026 10:00:00 AM
30146,63,Mount Edward,15,18.5,6:30pm to 6:59pm,1/20/2026 10:00:00 AM
30147,64,Akerley,9,18.5,6:30pm to 6:59pm,1/20/2026 10:00:00 AM
30148,67,Baker,15,18.5,6:30pm to 6:59pm,1/20/2026 10:00:00 AM
30149,6A,Woodside,5,18.5,6:30pm to 6:59pm,1/20/2026 10:00:00 AM
30150,6C,Heritage Hills,16,18.5,6:30pm to 6:59pm,1/20/2026 10:00:00 AM
30151,7A,Peninsula,66,18.5,6:30pm to 6:59pm,1/20/2026 10:00:00 AM
30152,8,Sackville Corridor,98,18.5,6:30pm to 6:59pm,1/20/2026 10:00:00 AM
30153,87,Sackville-Dartmouth,15,18.5,6:30pm to 6:59pm,1/20/2026 10:00:00 AM
30154,88,Bedford Commons,6,18.5,6:30pm to 6:59pm,1/20/2026 10:00:00 AM
30155,87,Sackville-Dartmouth,58,11.5,11:30am to 11:59am,1/22/2026 10:00:00 AM
30156,90,Larry Uteck,89,11.5,11:30am to 11:59am,1/22/2026 10:00:00 AM
30157,91,Hemlock Ravine,75,11.5,11:30am to 11:59am,1/22/2026 10:00:00 AM
30158,1,Spring Garden,275,12,12:00pm to 12:29pm,1/22/2026 10:00:00 AM
30159,10B,Dalhousie - Micmac Terminal,95,12,12:00pm to 12:29pm,1/22/2026 10:00:00 AM
30160,2,Fairview,204,12,12:00pm to 12:29pm,1/22/2026 10:00:00 AM
30161,25,Governors Brook,0,12,12:00pm to 12:29pm,1/22/2026 10:00:00 AM
30162,28,Bayers Lake,59,12,12:00pm to 12:29pm,1/22/2026 10:00:00 AM
30163,30B,Dunbrack,34,12,12:00pm to 12:29pm,1/22/2026 10:00:00 AM
30164,320,Airport - Fall River Regional Exp,26,12,12:00pm to 12:29pm,1/22/2026 10:00:00 AM
30165,39,Flamingo,49,12,12:00pm to 12:29pm,1/22/2026 10:00:00 AM
30166,5,Portland,119,12,12:00pm to 12:29pm,1/22/2026 10:00:00 AM
30167,59,Colby,8,12,12:00pm to 12:29pm,1/22/2026 10:00:00 AM
30168,61,North Preston,13,12,12:00pm to 12:29pm,1/22/2026 10:00:00 AM
30169,62,Grahams Grove,6,12,12:00pm to 12:29pm,1/22/2026 10:00:00 AM
30170,63,Mount Edward,19,12,12:00pm to 12:29pm,1/22/2026 10:00:00 AM
30171,67,Baker,23,12,12:00pm to 12:29pm,1/22/2026 10:00:00 AM
30172,8,Sackville Corridor,120,12,12:00pm to 12:29pm,1/22/2026 10:00:00 AM
30173,83,Springfield,4,12,12:00pm to 12:29pm,1/22/2026 10:00:00 AM
30174,86,Beaver Bank,8,12,12:00pm to 12:29pm,1/22/2026 10:00:00 AM
30175,90,Larry Uteck,72,12,12:00pm to 12:29pm,1/22/2026 10:00:00 AM
30176,9B,Herring Cove,44,12,12:00pm to 12:29pm,1/22/2026 10:00:00 AM
30177,1,Spring Garden,422,12.5,12:30pm to 12:59pm,1/22/2026 10:00:00 AM
30178,10C,Dalhousie,122,12.5,12:30pm to 12:59pm,1/22/2026 10:00:00 AM
30179,2,Fairview,182,12.5,12:30pm to 12:59pm,1/22/2026 10:00:00 AM
30180,22,Armdale,9,12.5,12:30pm to 12:59pm,1/22/2026 10:00:00 AM
30181,63,Mount Edward,22,14.5,2:30pm to 2:59pm,1/22/2026 10:00:00 AM
30182,65,Caldwell,61,14.5,2:30pm to 2:59pm,1/22/2026 10:00:00 AM
30183,68,Cherry Brook,12,14.5,2:30pm to 2:59pm,1/22/2026 10:00:00 AM
30184,6A,Woodside,22,14.5,2:30pm to 2:59pm,1/22/2026 10:00:00 AM
30185,6B,Eastern Passage,49,14.5,2:30pm to 2:59pm,1/22/2026 10:00:00 AM
30186,7A,Peninsula,102,14.5,2:30pm to 2:59pm,1/22/2026 10:00:00 AM
30187,7B,Peninsula,122,14.5,2:30pm to 2:59pm,1/22/2026 10:00:00 AM
30188,82,First Lake,13,14.5,2:30pm to 2:59pm,1/22/2026 10:00:00 AM
30189,83,Springfield,7,14.5,2:30pm to 2:59pm,1/22/2026 10:00:00 AM
30190,85,Millwood,39,14.5,2:30pm to 2:59pm,1/22/2026 10:00:00 AM
30191,88,Bedford Commons,3,14.5,2:30pm to 2:59pm,1/22/2026 10:00:00 AM
30192,90,Larry Uteck,131,14.5,2:30pm to 2:59pm,1/22/2026 10:00:00 AM
30193,91,Hemlock Ravine,63,14.5,2:30pm to 2:59pm,1/22/2026 10:00:00 AM
30194,9B,Herring Cove,94,14.5,2:30pm to 2:59pm,1/22/2026 10:00:00 AM
30195,10A,Dalhousie - Bridge Terminal,82,15,3:00pm to 3:29pm,1/22/2026 10:00:00 AM
30196,10C,Dalhousie,207,15,3:00pm to 3:29pm,1/22/2026 10:00:00 AM
30197,123,Timberlea Express,52,15,3:00pm to 3:29pm,1/22/2026 10:00:00 AM
30198,136,Farnham Gate Express,77,15,3:00pm to 3:29pm,1/22/2026 10:00:00 AM
30199,138,Parkland Express,55,15,3:00pm to 3:29pm,1/22/2026 10:00:00 AM
30200,159,Colby Express,39,15,3:00pm to 3:29pm,1/22/2026 10:00:00 AM
30201,161,North Preston Express,41,15,3:00pm to 3:29pm,1/22/2026 10:00:00 AM
30202,165,Caldwell Express,44,15,3:00pm to 3:29pm,1/22/2026 10:00:00 AM
30203,168A,Auburn Express,54,15,3:00pm to 3:29pm,1/22/2026 10:00:00 AM
30204,168B,Cherry Brook Express,24,15,3:00pm to 3:29pm,1/22/2026 10:00:00 AM
30205,183,Springfield Express,13,15,3:00pm to 3:29pm,1/22/2026 10:00:00 AM
30206,185,Millwood Express,31,15,3:00pm to 3:29pm,1/22/2026 10:00:00 AM
30207,186,Beaver Bank Express,30,15,3:00pm to 3:29pm,1/22/2026 10:00:00 AM
30208,192,Hemlock Ravine Express,21,15,3:00pm to 3:29pm,1/22/2026 10:00:00 AM
30209,21,Lakeside - Timberlea,75,15,3:00pm to 3:29pm,1/22/2026 10:00:00 AM
30210,25,Governors Brook,61,15,3:00pm to 3:29pm,1/22/2026 10:00:00 AM
30211,29,Barrington,149,15,3:00pm to 3:29pm,1/22/2026 10:00:00 AM
30212,30B,Dunbrack,19,15,3:00pm to 3:29pm,1/22/2026 10:00:00 AM
30213,4,Universities,238,15,3:00pm to 3:29pm,1/22/2026 10:00:00 AM
